record_id,employee_id,year,department,role,gender,age,years_at_company,salary_base_pln,bonus_pct,total_comp_pln,location,employment_type,performance_band,manager_flag,outlier_flag
1075-2024,1075,2024,HR,Recruiter,female,40,13,131564.41,0.0424,137149.01,Krakow,b2b,medium,0,0
1075-2025,1075,2025,HR,Recruiter,female,41,14,138072.18,0.0902,150529.84,Krakow,b2b,medium,0,0
1076-2016,1076,2016,Operations,Operations Specialist,male,36,5,103793.4,0.1094,115147.37,Warsaw,full_time,medium,0,0
1076-2017,1076,2017,Operations,Operations Specialist,male,37,6,106360.91,0.0257,109091.2,Warsaw,full_time,medium,0,0
1076-2018,1076,2018,Operations,Operations Specialist,male,38,7,108771.06,0.0299,112028.68,Warsaw,full_time,medium,0,0
1076-2019,1076,2019,Operations,Operations Specialist,male,39,8,129944.49,0.1189,145395.98,Warsaw,full_time,medium,0,0
1076-2020,1076,2020,Operations,Operations Specialist,male,40,9,130552.0,0.0174,132824.9,Warsaw,full_time,medium,0,0
1076-2021,1076,2021,Operations,Operations Specialist,male,41,10,120376.26,0.0493,126309.03,Warsaw,full_time,medium,0,0
1076-2022,1076,2022,Operations,Operations Specialist,male,42,11,154396.36,0.109,171227.58,Warsaw,full_time,medium,0,0
1076-2023,1076,2023,Operations,Operations Specialist,male,43,12,145827.3,0.0863,158409.34,Warsaw,full_time,medium,0,0
1077-2021,1077,2021,Marketing,Marketing Analyst,male,42,0,105656.87,0.1066,116916.45,Krakow,full_time,medium,0,0
1077-2022,1077,2022,Marketing,Marketing Analyst,male,43,1,104664.08,0.022,106963.72,Krakow,full_time,medium,0,0
1077-2023,1077,2023,Marketing,Marketing Analyst,male,44,2,115558.02,0.0254,118493.22,Krakow,full_time,medium,0,0
1077-2024,1077,2024,Marketing,Marketing Analyst,male,45,3,109779.89,0.09,119661.92,Krakow,full_time,medium,0,0
1077-2025,1077,2025,Marketing,Marketing Analyst,male,46,4,112238.92,0.074,120545.5,Krakow,full_time,medium,0,0
1078-2023,1078,2023,Customer Success,Customer Success Manager,male,38,0,155427.04,0.0652,165566.85,Remote,full_time,medium,1,0
1078-2024,1078,2024,Customer Success,Customer Success Manager,male,39,1,154115.21,0.0853,167254.73,Remote,full_time,medium,1,0
1078-2025,1078,2025,Customer Success,Customer Success Manager,male,40,2,174494.67,0.1144,194449.59,Remote,full_time,medium,1,0
1079-2016,1079,2016,Marketing,Brand Manager,male,25,1,121049.07,0.111,134481.79,Wroclaw,full_time,low,1,0
1079-2017,1079,2017,Marketing,Brand Manager,male,26,2,132308.49,0.0674,141219.61,Wroclaw,full_time,low,1,0
1079-2018,1079,2018,Marketing,Brand Manager,male,27,3,137606.22,0.0514,144683.66,Wroclaw,full_time,low,1,0
1079-2019,1079,2019,Marketing,Brand Manager,male,28,4,141009.51,0.0514,148256.86,Wroclaw,full_time,low,1,0
1079-2020,1079,2020,Marketing,Brand Manager,male,29,5,147339.3,0.0972,161659.55,Wroclaw,full_time,low,1,0
1079-2021,1079,2021,Marketing,Brand Manager,male,30,6,165497.76,0.0185,168556.11,Wroclaw,full_time,low,1,0
1079-2022,1079,2022,Marketing,Brand Manager,male,31,7,155858.72,0.0999,171423.56,Wroclaw,full_time,low,1,0
1079-2023,1079,2023,Marketing,Brand Manager,male,32,8,168865.81,0.0627,179448.57,Wroclaw,full_time,low,1,0
1079-2024,1079,2024,Marketing,Brand Manager,male,33,9,179915.74,0.0241,184245.84,Wroclaw,full_time,low,1,0
1079-2025,1079,2025,Marketing,Brand Manager,male,34,10,174970.67,0.0162,177796.51,Wroclaw,full_time,low,1,0
1080-2016,1080,2016,HR,Recruiter,male,55,8,105128.17,0.0951,115127.46,Remote,full_time,high,0,0
1080-2017,1080,2017,HR,Recruiter,male,56,9,115643.5,0.0356,119755.99,Remote,full_time,high,0,0
1080-2018,1080,2018,HR,Recruiter,male,57,10,114684.12,0.0655,122196.05,Remote,full_time,high,0,0
1080-2019,1080,2019,HR,Recruiter,male,58,11,102182.73,0.1261,115072.64,Remote,full_time,high,0,0
1080-2020,1080,2020,HR,Recruiter,male,59,12,121717.14,0.1203,136357.51,Remote,full_time,high,0,0
1080-2021,1080,2021,HR,Recruiter,male,60,13,132509.84,0.0867,143992.06,Remote,full_time,high,0,0
1080-2022,1080,2022,HR,Recruiter,male,61,14,134384.44,0.0634,142908.03,Remote,full_time,high,0,0
1080-2023,1080,2023,HR,Recruiter,male,62,15,132820.04,0.1182,148518.35,Remote,full_time,high,0,0
1080-2024,1080,2024,HR,Recruiter,male,63,16,156739.93,0.0259,160805.15,Remote,full_time,high,0,0
1080-2025,1080,2025,HR,Recruiter,male,64,17,139547.88,0.0948,152772.17,Remote,full_time,high,0,0
1081-2024,1081,2024,Customer Success,Support Specialist,female,22,0,105343.38,0.0566,111304.95,Warsaw,b2b,low,0,0
1081-2025,1081,2025,Customer Success,Support Specialist,female,23,1,125129.14,0.0713,134054.83,Warsaw,b2b,low,0,0
1082-2016,1082,2016,Marketing,Content Manager,male,52,0,140000.0,0.0961,153459.88,Gdansk,b2b,medium,1,0
1082-2017,1082,2017,Marketing,Content Manager,male,53,1,146946.16,0.0472,153886.15,Gdansk,b2b,medium,1,0
1082-2018,1082,2018,Marketing,Content Manager,male,54,2,157427.16,0.0528,165739.53,Gdansk,b2b,medium,1,0
1082-2019,1082,2019,Marketing,Content Manager,male,55,3,156233.24,0.1118,173707.12,Gdansk,b2b,medium,1,0
1082-2020,1082,2020,Marketing,Content Manager,male,56,4,161879.79,0.077,174343.43,Gdansk,b2b,medium,1,0
1082-2021,1082,2021,Marketing,Content Manager,male,57,5,180502.81,0.0673,192652.56,Gdansk,b2b,medium,1,0
1082-2022,1082,2022,Marketing,Content Manager,male,58,6,211229.16,0.0293,217413.91,Gdansk,b2b,medium,1,0
1082-2023,1082,2023,Marketing,Content Manager,male,59,7,196090.3,0.0984,215391.49,Gdansk,b2b,medium,1,0
1082-2024,1082,2024,Marketing,Content Manager,male,60,8,187612.25,0.0868,203902.52,Gdansk,b2b,medium,1,0
1082-2025,1082,2025,Marketing,Content Manager,male,61,9,200703.94,0.01,202717.33,Gdansk,b2b,medium,1,0
1083-2019,1083,2019,Marketing,Marketing Specialist,non_binary,47,0,98466.4,0.1013,108438.5,Remote,full_time,medium,0,0
1083-2020,1083,2020,Marketing,Marketing Specialist,non_binary,48,1,105347.9,0.1159,117561.54,Remote,full_time,medium,0,0
1084-2016,1084,2016,Product,UX Researcher,male,41,3,108433.75,0.1483,124518.68,Wroclaw,b2b,low,0,0
1084-2017,1084,2017,Product,UX Researcher,male,42,4,124423.29,0.1994,149232.39,Wroclaw,b2b,low,0,0
1084-2018,1084,2018,Product,UX Researcher,male,43,5,130650.33,0.2196,159347.04,Wroclaw,b2b,low,0,0
1085-2016,1085,2016,Product,Product Manager,female,47,1,169377.31,0.2434,210606.58,Remote,full_time,high,1,0
1085-2017,1085,2017,Product,Product Manager,female,48,2,180761.9,0.1115,200916.1,Remote,full_time,high,1,0
1085-2018,1085,2018,Product,Product Manager,female,49,3,198895.01,0.1041,219593.13,Remote,full_time,high,1,0
1085-2019,1085,2019,Product,Product Manager,female,50,4,177415.2,0.0668,189273.56,Remote,full_time,high,1,0
1085-2020,1085,2020,Product,Product Manager,female,51,5,544921.09,0.3009,708914.06,Remote,full_time,high,1,1
1085-2021,1085,2021,Product,Product Manager,female,52,6,221427.78,0.2764,282632.95,Remote,full_time,high,1,0
1085-2022,1085,2022,Product,Product Manager,female,53,7,215505.36,0.0728,231187.17,Remote,full_time,high,1,0
1085-2023,1085,2023,Product,Product Manager,female,54,8,249357.1,0.2262,305772.42,Remote,full_time,high,1,0
1085-2024,1085,2024,Product,Product Manager,female,55,9,137352.7,0.1418,156835.17,Remote,full_time,high,1,1
1085-2025,1085,2025,Product,Product Manager,female,56,10,230845.36,0.1671,269424.23,Remote,full_time,high,1,0
1086-2016,1086,2016,Operations,Supply Chain Analyst,female,51,2,85671.42,0.021,87469.29,Wroclaw,full_time,medium,0,0
1086-2017,1086,2017,Operations,Supply Chain Analyst,female,52,3,92633.96,0.098,101712.47,Wroclaw,full_time,medium,0,0
1086-2018,1086,2018,Operations,Supply Chain Analyst,female,53,4,99257.11,0.1195,111119.5,Wroclaw,full_time,medium,0,0
1086-2019,1086,2019,Operations,Supply Chain Analyst,female,54,5,110205.13,0.0376,114349.63,Wroclaw,full_time,medium,0,0
1086-2020,1086,2020,Operations,Supply Chain Analyst,female,55,6,116357.93,0.0995,127937.87,Wroclaw,full_time,medium,0,0
1086-2021,1086,2021,Operations,Supply Chain Analyst,female,56,7,121423.13,0.0496,127449.81,Wroclaw,full_time,medium,0,0
1086-2022,1086,2022,Operations,Supply Chain Analyst,female,57,8,134093.46,0.1054,148228.32,Wroclaw,full_time,medium,0,0
1086-2023,1086,2023,Operations,Supply Chain Analyst,female,58,9,144607.56,0.1177,161632.36,Wroclaw,full_time,medium,0,0
1086-2024,1086,2024,Operations,Supply Chain Analyst,female,59,10,127682.49,0.1079,141454.27,Wroclaw,full_time,medium,0,0
1086-2025,1086,2025,Operations,Supply Chain Analyst,female,60,11,144869.76,0.0805,156526.54,Wroclaw,full_time,medium,0,0
1087-2016,1087,2016,Operations,Process Manager,male,53,6,151223.76,0.0398,157248.1,Warsaw,full_time,medium,1,0
1087-2017,1087,2017,Operations,Process Manager,male,54,7,158052.35,0.0673,168689.73,Warsaw,full_time,medium,1,0
1087-2018,1087,2018,Operations,Process Manager,male,55,8,163471.66,0.0901,178193.1,Warsaw,full_time,medium,1,0
1087-2019,1087,2019,Operations,Process Manager,male,56,9,172666.63,0.0332,178392.75,Warsaw,full_time,medium,1,0
1087-2020,1087,2020,Operations,Process Manager,male,57,10,169890.74,0.0703,181838.77,Warsaw,full_time,medium,1,0
1087-2021,1087,2021,Operations,Process Manager,male,58,11,185963.22,0.0214,189948.81,Warsaw,full_time,medium,1,0
1087-2022,1087,2022,Operations,Process Manager,male,59,12,190140.89,0.044,198512.94,Warsaw,full_time,medium,1,0
1087-2023,1087,2023,Operations,Process Manager,male,60,13,211161.26,0.0679,225507.91,Warsaw,full_time,medium,1,0
1087-2024,1087,2024,Operations,Process Manager,male,61,14,181562.64,0.0458,189873.15,Warsaw,full_time,medium,1,0
1087-2025,1087,2025,Operations,Process Manager,male,62,15,225367.1,0.0703,241219.42,Warsaw,full_time,medium,1,0
1088-2021,1088,2021,Marketing,Marketing Analyst,female,51,0,103846.68,0.0271,106663.93,Poznan,b2b,medium,0,0
1088-2022,1088,2022,Marketing,Marketing Analyst,female,52,1,105903.22,0.0616,112428.1,Poznan,b2b,medium,0,0
1088-2023,1088,2023,Marketing,Marketing Analyst,female,53,2,126617.79,0.0942,138550.96,Poznan,b2b,medium,0,0
1088-2024,1088,2024,Marketing,Marketing Analyst,female,54,3,257409.82,0.0553,271642.25,Poznan,b2b,medium,0,1
1088-2025,1088,2025,Marketing,Marketing Analyst,female,55,4,135595.96,0.1011,149308.36,Poznan,b2b,medium,0,0
1089-2024,1089,2024,Finance,Controller,female,37,0,115726.26,0.078,124747.15,Poznan,full_time,medium,0,0
1089-2025,1089,2025,Finance,Controller,female,38,1,119516.58,0.1167,133460.43,Poznan,full_time,medium,0,0
1090-2016,1090,2016,Engineering,Lead Engineer,non_binary,40,0,153246.57,0.1396,174647.0,Krakow,full_time,medium,1,0
1090-2017,1090,2017,Engineering,Lead Engineer,non_binary,41,1,164430.34,0.2394,203788.66,Krakow,full_time,medium,1,0
1090-2018,1090,2018,Engineering,Lead Engineer,non_binary,42,2,165632.49,0.2271,203239.97,Krakow,full_time,medium,1,0
1090-2019,1090,2019,Engineering,Lead Engineer,non_binary,43,3,186492.36,0.0848,202301.64,Krakow,full_time,medium,1,0
1090-2020,1090,2020,Engineering,Lead Engineer,non_binary,44,4,201397.86,0.1918,240020.13,Krakow,full_time,medium,1,0
1090-2021,1090,2021,Engineering,Lead Engineer,non_binary,45,5,196473.82,0.0987,215858.73,Krakow,full_time,medium,1,0
1090-2022,1090,2022,Engineering,Lead Engineer,non_binary,46,6,191206.68,0.0569,202080.83,Krakow,full_time,medium,1,0
1090-2023,1090,2023,Engineering,Lead Engineer,non_binary,47,7,218651.1,0.0779,235686.96,Krakow,full_time,medium,1,0
1090-2024,1090,2024,Engineering,Lead Engineer,non_binary,48,8,201327.71,0.1586,233264.99,Krakow,full_time,medium,1,0
1090-2025,1090,2025,Engineering,Lead Engineer,non_binary,49,9,244562.0,0.1346,277470.16,Krakow,full_time,medium,1,0
1091-2016,1091,2016,Marketing,Content Manager,male,40,3,129866.0,0.0218,132698.78,Wroclaw,full_time,medium,1,0
1091-2017,1091,2017,Marketing,Content Manager,male,41,4,138277.35,0.0932,151169.87,Wroclaw,full_time,medium,1,0
1091-2018,1091,2018,Marketing,Content Manager,male,42,5,155008.62,0.0516,163000.02,Wroclaw,full_time,medium,1,0
1091-2019,1091,2019,Marketing,Content Manager,male,43,6,151638.76,0.0581,160452.77,Wroclaw,full_time,medium,1,0
1091-2020,1091,2020,Marketing,Content Manager,male,44,7,160237.28,0.0698,171421.56,Wroclaw,full_time,medium,1,0
1091-2021,1091,2021,Marketing,Content Manager,male,45,8,173811.79,0.1106,193034.0,Wroclaw,full_time,medium,1,0
1091-2022,1091,2022,Marketing,Content Manager,male,46,9,167822.26,0.1001,184627.32,Wroclaw,full_time,medium,1,0
1091-2023,1091,2023,Marketing,Content Manager,male,47,10,431692.76,0.0517,454009.03,Wroclaw,full_time,medium,1,1
1091-2024,1091,2024,Marketing,Content Manager,male,48,11,204306.36,0.0782,220287.55,Wroclaw,full_time,medium,1,0
1091-2025,1091,2025,Marketing,Content Manager,male,49,12,210400.25,0.0526,221472.35,Wroclaw,full_time,medium,1,0
1092-2018,1092,2018,Product,UX Designer,female,40,0,98079.96,0.037,101708.89,Wroclaw,full_time,low,0,0
1092-2019,1092,2019,Product,UX Designer,female,41,1,110548.03,0.1106,122774.4,Wroclaw,full_time,low,0,0
1092-2020,1092,2020,Product,UX Designer,female,42,2,112725.42,0.2131,136742.37,Wroclaw,full_time,low,0,0
1092-2021,1092,2021,Product,UX Designer,female,43,3,119374.96,0.1112,132648.87,Wroclaw,full_time,low,0,0
1092-2022,1092,2022,Product,UX Designer,female,44,4,115723.69,0.0471,121179.57,Wroclaw,full_time,low,0,0
1092-2023,1092,2023,Product,UX Designer,female,45,5,137020.39,0.1458,156992.79,Wroclaw,full_time,low,0,0
1092-2024,1092,2024,Product,UX Designer,female,46,6,140291.86,0.1986,168151.35,Wroclaw,full_time,low,0,0
1092-2025,1092,2025,Product,UX Designer,female,47,7,140025.73,0.0697,149783.73,Wroclaw,full_time,low,0,0
1093-2019,1093,2019,Customer Success,Support Specialist,male,50,0,107009.95,0.0899,116633.61,Gdansk,b2b,high,0,0
1093-2020,1093,2020,Customer Success,Support Specialist,male,51,1,109647.95,0.0747,117839.25,Gdansk,b2b,high,0,0
1093-2021,1093,2021,Customer Success,Support Specialist,male,52,2,122709.6,0.0837,132976.87,Gdansk,b2b,high,0,0
1093-2022,1093,2022,Customer Success,Support Specialist,male,53,3,121892.33,0.0155,123779.7,Gdansk,b2b,high,0,0
1093-2023,1093,2023,Customer Success,Support Specialist,male,54,4,157413.73,0.091,171733.16,Gdansk,b2b,high,0,0
1093-2024,1093,2024,Customer Success,Support Specialist,male,55,5,123460.97,0.063,131235.79,Gdansk,b2b,high,0,0
1093-2025,1093,2025,Customer Success,Support Specialist,male,56,6,136960.09,0.0907,149388.73,Gdansk,b2b,high,0,0
1094-2016,1094,2016,Finance,Financial Analyst,male,55,3,119348.46,0.1185,133491.13,Wroclaw,b2b,high,0,0
1094-2017,1094,2017,Finance,Financial Analyst,male,56,4,128644.15,0.1184,143879.3,Wroclaw,b2b,high,0,0
1094-2018,1094,2018,Finance,Financial Analyst,male,57,5,364256.39,0.0651,387966.55,Wroclaw,b2b,high,0,1
1094-2019,1094,2019,Finance,Financial Analyst,male,58,6,139159.68,0.1084,154250.6,Wroclaw,b2b,high,0,0
1094-2020,1094,2020,Finance,Financial Analyst,male,59,7,140669.8,0.0943,153939.28,Wroclaw,b2b,high,0,0
1094-2021,1094,2021,Finance,Financial Analyst,male,60,8,149311.48,0.0587,158079.51,Wroclaw,b2b,high,0,0
1094-2022,1094,2022,Finance,Financial Analyst,male,61,9,163002.81,0.0815,176287.65,Wroclaw,b2b,high,0,0
1094-2023,1094,2023,Finance,Financial Analyst,male,62,10,202232.65,0.0669,215753.18,Wroclaw,b2b,high,0,0
1094-2024,1094,2024,Finance,Financial Analyst,male,63,11,178696.42,0.0224,182690.47,Wroclaw,b2b,high,0,0
1094-2025,1094,2025,Finance,Financial Analyst,male,64,12,209100.64,0.0694,223605.44,Wroclaw,b2b,high,0,0
1095-2016,1095,2016,Operations,Supply Chain Analyst,female,52,8,115596.87,0.1298,130596.15,Gdansk,full_time,high,0,0
1095-2017,1095,2017,Operations,Supply Chain Analyst,female,53,9,110791.46,0.0521,116558.9,Gdansk,full_time,high,0,0
1095-2018,1095,2018,Operations,Supply Chain Analyst,female,54,10,119904.23,0.0865,130273.04,Gdansk,full_time,high,0,0
1095-2019,1095,2019,Operations,Supply Chain Analyst,female,55,11,131584.16,0.1081,145804.76,Gdansk,full_time,high,0,0
1095-2020,1095,2020,Operations,Supply Chain Analyst,female,56,12,140019.91,0.0516,147238.19,Gdansk,full_time,high,0,0
1095-2021,1095,2021,Operations,Supply Chain Analyst,female,57,13,160908.63,0.1033,177530.7,Gdansk,full_time,high,0,0
1095-2022,1095,2022,Operations,Supply Chain Analyst,female,58,14,181671.87,0.1018,200164.98,Gdansk,full_time,high,0,0
1095-2023,1095,2023,Operations,Supply Chain Analyst,female,59,15,173060.25,0.0946,189432.11,Gdansk,full_time,high,0,0
1095-2024,1095,2024,Operations,Supply Chain Analyst,female,60,16,142849.36,0.0465,149494.2,Gdansk,full_time,high,0,0
1095-2025,1095,2025,Operations,Supply Chain Analyst,female,61,17,175920.02,0.0614,186715.27,Gdansk,full_time,high,0,0
1096-2016,1096,2016,HR,Recruiter,non_binary,54,0,76287.52,0.0651,81250.28,Warsaw,full_time,high,0,0
1096-2017,1096,2017,HR,Recruiter,non_binary,55,1,90323.15,0.0711,96748.64,Warsaw,full_time,high,0,0
1097-2016,1097,2016,HR,Compensation Analyst,female,32,2,82924.69,0.11,92045.6,Remote,full_time,medium,0,0
1097-2017,1097,2017,HR,Compensation Analyst,female,33,3,90077.54,0.0713,96500.74,Remote,full_time,medium,0,0
1097-2018,1097,2018,HR,Compensation Analyst,female,34,4,98129.16,0.0132,99428.7,Remote,full_time,medium,0,0
1097-2019,1097,2019,HR,Compensation Analyst,female,35,5,101244.79,0.1127,112656.54,Remote,full_time,medium,0,0
1097-2020,1097,2020,HR,Compensation Analyst,female,36,6,114724.83,0.0245,117532.15,Remote,full_time,medium,0,0
1097-2021,1097,2021,HR,Compensation Analyst,female,37,7,109016.79,0.0354,112876.01,Remote,full_time,medium,0,0
1097-2022,1097,2022,HR,Compensation Analyst,female,38,8,105032.13,0.0247,107631.63,Remote,full_time,medium,0,0
1097-2023,1097,2023,HR,Compensation Analyst,female,39,9,137737.43,0.0641,146560.75,Remote,full_time,medium,0,0
1097-2024,1097,2024,HR,Compensation Analyst,female,40,10,110793.3,0.1118,123179.76,Remote,full_time,medium,0,0
1097-2025,1097,2025,HR,Compensation Analyst,female,41,11,150688.42,0.0173,153291.56,Remote,full_time,medium,0,0
1098-2022,1098,2022,Product,UX Designer,male,42,0,114179.35,0.1606,132520.81,Krakow,full_time,medium,0,0
1098-2023,1098,2023,Product,UX Designer,male,43,1,129197.67,0.054,136180.75,Krakow,full_time,medium,0,0
1098-2024,1098,2024,Product,UX Designer,male,44,2,142438.25,0.1441,162965.68,Krakow,full_time,medium,0,0
1098-2025,1098,2025,Product,UX Designer,male,45,3,156259.56,0.1983,187251.32,Krakow,full_time,medium,0,0
1099-2017,1099,2017,Engineering,Engineering Manager,female,47,0,156627.66,0.189,186227.51,Gdansk,full_time,medium,1,0
1099-2018,1099,2018,Engineering,Engineering Manager,female,48,1,162609.59,0.1165,181549.49,Gdansk,full_time,medium,1,0
1099-2019,1099,2019,Engineering,Engineering Manager,female,49,2,171113.56,0.0744,183848.69,Gdansk,full_time,medium,1,0
1099-2020,1099,2020,Engineering,Engineering Manager,female,50,3,171401.48,0.0661,182727.47,Gdansk,full_time,medium,1,0
1099-2021,1099,2021,Engineering,Engineering Manager,female,51,4,178984.78,0.1452,204980.5,Gdansk,full_time,medium,1,0
1099-2022,1099,2022,Engineering,Engineering Manager,female,52,5,212337.96,0.1511,244417.15,Gdansk,full_time,medium,1,0
1099-2023,1099,2023,Engineering,Engineering Manager,female,53,6,218613.13,0.063,232390.07,Gdansk,full_time,medium,1,0
1099-2024,1099,2024,Engineering,Engineering Manager,female,54,7,207701.05,0.1906,247296.27,Gdansk,full_time,medium,1,0
1099-2025,1099,2025,Engineering,Engineering Manager,female,55,8,235602.7,0.0746,253185.11,Gdansk,full_time,medium,1,0
1100-2016,1100,2016,HR,HR Specialist,female,61,8,247660.12,0.0406,257713.25,Poznan,full_time,medium,0,1
1100-2017,1100,2017,HR,HR Specialist,female,62,9,104128.79,0.0819,112652.82,Poznan,full_time,medium,0,0
1100-2018,1100,2018,HR,HR Specialist,female,63,10,91814.71,0.0464,96076.95,Poznan,full_time,medium,0,0
1100-2019,1100,2019,HR,HR Specialist,female,64,11,96916.53,0.0772,104400.41,Poznan,full_time,medium,0,0
1100-2020,1100,2020,HR,HR Specialist,female,65,12,127991.56,0.0924,139821.41,Poznan,full_time,medium,0,0
1100-2021,1100,2021,HR,HR Specialist,female,66,13,127827.65,0.0517,134434.21,Poznan,full_time,medium,0,0
1100-2022,1100,2022,HR,HR Specialist,female,67,14,125037.01,0.0234,127965.69,Poznan,full_time,medium,0,0
1100-2023,1100,2023,HR,HR Specialist,female,68,15,145123.78,0.0773,156345.61,Poznan,full_time,medium,0,0
1100-2024,1100,2024,HR,HR Specialist,female,69,16,134855.35,0.0896,146944.88,Poznan,full_time,medium,0,0
1100-2025,1100,2025,HR,HR Specialist,female,70,17,180508.64,0.0448,188597.9,Poznan,full_time,medium,0,0
1101-2024,1101,2024,Operations,Operations Manager,male,53,0,155161.35,0.0611,164647.52,Remote,full_time,medium,1,0
1101-2025,1101,2025,Operations,Operations Manager,male,54,1,154453.89,0.1199,172971.15,Remote,full_time,medium,1,0
1102-2016,1102,2016,Customer Success,Customer Success Specialist,female,43,8,101145.88,0.0467,105865.46,Remote,full_time,medium,0,0
1102-2017,1102,2017,Customer Success,Customer Success Specialist,female,44,9,109934.27,0.0464,115030.46,Remote,full_time,medium,0,0
1102-2018,1102,2018,Customer Success,Customer Success Specialist,female,45,10,116865.15,0.0249,119778.94,Remote,full_time,medium,0,0
1102-2019,1102,2019,Customer Success,Customer Success Specialist,female,46,11,118338.85,0.0962,129727.64,Remote,full_time,medium,0,0
1102-2020,1102,2020,Customer Success,Customer Success Specialist,female,47,12,133387.17,0.0846,144671.96,Remote,full_time,medium,0,0
1102-2021,1102,2021,Customer Success,Customer Success Specialist,female,48,13,138662.56,0.1077,153594.19,Remote,full_time,medium,0,0
1102-2022,1102,2022,Customer Success,Customer Success Specialist,female,49,14,125871.74,0.0513,132326.0,Remote,full_time,medium,0,0
1102-2023,1102,2023,Customer Success,Customer Success Specialist,female,50,15,166018.14,0.1051,183467.52,Remote,full_time,medium,0,0
1102-2024,1102,2024,Customer Success,Customer Success Specialist,female,51,16,164993.47,0.0195,168218.72,Remote,full_time,medium,0,0
1102-2025,1102,2025,Customer Success,Customer Success Specialist,female,52,17,171870.68,0.0433,179304.95,Remote,full_time,medium,0,0
1103-2016,1103,2016,Sales,Sales Manager,male,40,6,160889.41,0.2006,193166.61,Wroclaw,b2b,low,1,0
1103-2017,1103,2017,Sales,Sales Manager,male,41,7,160185.28,0.2484,199975.05,Wroclaw,b2b,low,1,0
1103-2018,1103,2018,Sales,Sales Manager,male,42,8,174451.03,0.0309,179842.29,Wroclaw,b2b,low,1,0
1103-2019,1103,2019,Sales,Sales Manager,male,43,9,190872.57,0.2256,233937.41,Wroclaw,b2b,low,1,0
1103-2020,1103,2020,Sales,Sales Manager,male,44,10,188177.72,0.0987,206745.48,Wroclaw,b2b,low,1,0
1103-2021,1103,2021,Sales,Sales Manager,male,45,11,200508.99,0.2,240613.42,Wroclaw,b2b,low,1,0
1103-2022,1103,2022,Sales,Sales Manager,male,46,12,197508.01,0.167,230501.3,Wroclaw,b2b,low,1,0
1103-2023,1103,2023,Sales,Sales Manager,male,47,13,204560.56,0.2375,253148.01,Wroclaw,b2b,low,1,0
1103-2024,1103,2024,Sales,Sales Manager,male,48,14,227508.84,0.1045,251288.65,Wroclaw,b2b,low,1,0
1104-2016,1104,2016,Product,Product Manager,female,59,7,164780.45,0.1082,182615.85,Warsaw,full_time,low,1,0
1104-2017,1104,2017,Product,Product Manager,female,60,8,175518.88,0.1963,209966.82,Warsaw,full_time,low,1,0
1104-2018,1104,2018,Product,Product Manager,female,61,9,178010.46,0.0983,195506.43,Warsaw,full_time,low,1,0
1104-2019,1104,2019,Product,Product Manager,female,62,10,194925.79,0.1657,227230.31,Warsaw,full_time,low,1,0
1104-2020,1104,2020,Product,Product Manager,female,63,11,204192.65,0.1014,224907.47,Warsaw,full_time,low,1,0
1104-2021,1104,2021,Product,Product Manager,female,64,12,189449.97,0.1989,227140.49,Warsaw,full_time,low,1,0
1104-2022,1104,2022,Product,Product Manager,female,65,13,223184.23,0.1524,257187.01,Warsaw,full_time,low,1,0
1104-2023,1104,2023,Product,Product Manager,female,66,14,224583.58,0.1505,258394.37,Warsaw,full_time,low,1,0
1104-2024,1104,2024,Product,Product Manager,female,67,15,243283.72,0.2456,303045.19,Warsaw,full_time,low,1,0
1104-2025,1104,2025,Product,Product Manager,female,68,16,266780.99,0.2348,329418.47,Warsaw,full_time,low,1,0
1105-2018,1105,2018,Product,Product Manager,male,51,0,171345.23,0.263,216402.7,Poznan,full_time,high,1,0
1105-2019,1105,2019,Product,Product Manager,male,52,1,182087.47,0.2815,233344.54,Poznan,full_time,high,1,0
1105-2020,1105,2020,Product,Product Manager,male,53,2,204210.75,0.1621,237306.77,Poznan,full_time,high,1,0
1105-2021,1105,2021,Product,Product Manager,male,54,3,193667.18,0.1246,217791.21,Poznan,full_time,high,1,0
1105-2022,1105,2022,Product,Product Manager,male,55,4,224018.87,0.2349,276639.24,Poznan,full_time,high,1,0
1105-2023,1105,2023,Product,Product Manager,male,56,5,567596.56,0.1487,651972.22,Poznan,full_time,high,1,1
1105-2024,1105,2024,Product,Product Manager,male,57,6,226316.67,0.0377,234856.03,Poznan,full_time,high,1,0
1105-2025,1105,2025,Product,Product Manager,male,58,7,253395.77,0.1022,279290.61,Poznan,full_time,high,1,0
1106-2020,1106,2020,Customer Success,Support Specialist,male,47,0,92790.7,0.1024,102292.09,Wroclaw,b2b,medium,0,0
1106-2021,1106,2021,Customer Success,Support Specialist,male,48,1,98717.47,0.0113,99830.64,Wroclaw,b2b,medium,0,0
1106-2022,1106,2022,Customer Success,Support Specialist,male,49,2,100027.97,0.058,105833.68,Wroclaw,b2b,medium,0,0
1106-2023,1106,2023,Customer Success,Support Specialist,male,50,3,102818.41,0.0602,109004.29,Wroclaw,b2b,medium,0,0
1106-2024,1106,2024,Customer Success,Support Specialist,male,51,4,133010.93,0.06,140989.37,Wroclaw,b2b,medium,0,0
1106-2025,1106,2025,Customer Success,Support Specialist,male,52,5,131214.21,0.0304,135207.98,Wroclaw,b2b,medium,0,0
1107-2024,1107,2024,Engineering,Architect,male,37,0,260083.09,0.2274,319222.53,Gdansk,full_time,high,1,0
